-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.700
-42.467;0.000;1.806
-42.467;0.000;1.806
-42.467;0.000;1.806
-42.467;0.000;1.913
-42.467;0.000;1.913
-42.467;0.000;2.019
-42.467;0.000;2.019
-42.464;-0.106;2.019
-42.460;-0.213;2.019
-42.453;-0.425;2.019
-42.450;-0.532;1.913
-42.436;-0.957;1.806
-42.432;-1.063;1.806
-42.429;-1.169;1.806
-42.429;-1.169;1.806
-42.429;-1.169;1.806
-42.429;-1.169;1.806
-42.429;-1.169;1.806
-42.429;-1.169;1.806
-42.429;-1.169;1.806
-42.429;-1.169;1.806
-42.429;-1.169;1.806
-42.429;-1.169;1.806
-42.429;-1.169;1.806
-42.429;-1.169;1.806
-42.429;-1.169;1.806
-42.429;-1.169;1.806
-42.429;-1.169;1.806
-42.429;-1.169;1.806
-42.429;-1.169;1.806
-42.429;-1.169;1.806
-42.429;-1.169;1.806
-42.429;-1.169;1.806
-42.429;-1.169;1.806
-42.429;-1.169;1.806
-42.429;-1.169;1.806
-42.429;-1.169;1.806
-42.429;-1.169;1.806
-42.429;-1.169;1.806
-42.429;-1.169;1.806
-42.432;-1.071;1.806
-42.438;-0.876;1.904
-42.451;-0.488;2.099
-42.467;-0.004;2.292
-42.483;0.477;2.485
-35.758;1.076;2.658
-32.823;1.382;2.707
-29.395;1.679;2.764
