0.000;0.000;0.000
-2.014;0.000;1.500
-2.028;0.000;1.500
-2.028;0.000;1.500
-2.028;0.000;1.500
-2.028;0.000;1.500
-2.028;0.000;1.500
-2.028;0.000;1.500
-2.028;0.000;1.500
-2.028;0.000;1.500
-2.028;0.000;1.500
-2.028;0.000;1.500
-2.181;-0.001;1.500
-2.193;-0.001;1.500
-2.208;-0.001;1.500
-2.223;-0.001;1.500
-2.236;-0.001;1.500
-2.252;-0.001;1.500
-2.264;-0.001;1.500
-2.279;-0.001;1.500
-2.292;-0.001;1.500
-2.308;-0.001;1.500
-2.320;-0.001;1.500
-2.334;-0.002;1.500
-2.350;-0.002;1.500
-2.363;-0.002;1.500
-2.375;-0.002;1.500
-2.390;-0.002;1.500
-2.406;-0.002;1.500
-2.418;-0.002;1.500
-2.434;-0.002;1.500
-2.446;-0.002;1.500
-2.462;-0.002;1.500
-2.475;-0.002;1.500
-2.490;-0.002;1.500
-2.502;-0.002;1.500
-2.518;-0.002;1.500
-2.530;-0.002;1.500
-2.545;-0.003;1.500
-2.559;-0.003;1.500
-2.574;-0.003;1.500
-2.586;-0.003;1.500
-2.601;-0.003;1.500
-2.616;-0.003;1.500
-2.628;-0.003;1.500
-2.643;-0.003;1.500
-2.655;-0.003;1.500
-2.671;-0.003;1.500
-2.686;-0.003;1.500
-2.698;-0.003;1.500
-2.713;-0.003;1.500
-2.728;-0.003;1.500
-2.740;-0.003;1.500
-2.755;-0.003;1.500
-2.769;-0.004;1.500
-2.783;-0.004;1.500
-2.796;-0.004;1.500
-2.811;-0.004;1.500
-2.823;-0.004;1.500
-2.839;-0.004;1.500
-2.851;-0.004;1.500
-2.867;-0.004;1.500
-2.879;-0.004;1.500
-2.894;-0.004;1.500
-2.910;-0.004;1.500
-2.921;-0.004;1.500
-2.937;-0.004;1.500
-2.949;-0.004;1.500
-2.965;-0.004;1.500
-2.977;-0.005;1.500
-2.992;-0.005;1.500
-3.008;-0.005;1.500
-3.020;-0.005;1.500
-3.035;-0.005;1.500
-3.048;-0.005;1.500
-3.062;-0.005;1.500
-3.078;-0.006;1.500
-3.090;-0.006;1.500
-3.106;-0.006;1.500
-3.119;-0.006;1.500
-3.134;-0.006;1.500
-3.146;-0.007;1.500
-3.161;-0.007;1.500
-3.174;-0.007;1.500
-3.189;-0.007;1.500
-3.204;-0.007;1.500
-3.216;-0.008;1.500
-3.231;-0.008;1.500
-3.243;-0.008;1.500
-3.258;-0.008;1.500
-3.273;-0.008;1.500
-3.285;-0.008;1.500
-3.300;-0.009;1.500
-3.316;-0.009;1.500
-3.329;-0.009;1.500
-3.344;-0.009;1.500
-3.356;-0.009;1.500
-3.370;-0.010;1.500
-3.385;-0.010;1.500
-3.398;-0.010;1.500
-3.413;-0.010;1.500
-3.425;-0.010;1.500
-3.441;-0.011;1.500
-3.454;-0.011;1.500
-3.469;-0.011;1.500
-3.483;-0.011;1.500
-3.495;-0.011;1.500
-3.511;-0.012;1.500
-3.526;-0.012;1.500
-3.538;-0.012;1.500
-3.553;-0.012;1.500
-3.565;-0.012;1.500
-3.580;-0.013;1.500
-3.592;-0.013;1.500
-3.609;-0.013;1.500
-3.622;-0.013;1.500
-3.637;-0.013;1.500
-3.650;-0.013;1.500
-3.665;-0.014;1.500
-3.678;-0.014;1.500
-3.694;-0.014;1.500
-3.707;-0.015;1.500
-3.721;-0.015;1.500
-3.734;-0.015;1.500
-3.749;-0.016;1.500
-3.762;-0.016;1.500
-3.777;-0.016;1.500
-3.790;-0.017;1.500
-3.805;-0.017;1.500
-3.819;-0.017;1.500
-3.832;-0.018;1.500
-3.847;-0.018;1.500
-3.859;-0.018;1.500
-3.876;-0.019;1.500
-3.889;-0.019;1.500
-3.902;-0.019;1.500
-3.917;-0.020;1.500
-3.930;-0.020;1.500
-3.946;-0.020;1.500
-3.959;-0.020;1.500
-3.971;-0.021;1.500
-3.988;-0.021;1.500
-4.000;-0.021;1.500
-4.015;-0.022;1.500
-4.028;-0.022;1.500
-4.043;-0.022;1.500
-4.056;-0.023;1.500
-4.071;-0.023;1.500
-4.085;-0.023;1.500
-4.098;-0.024;1.500
-4.113;-0.024;1.500
-4.127;-0.024;1.500
-4.140;-0.025;1.500
-4.156;-0.025;1.500
-4.169;-0.025;1.500
-4.184;-0.026;1.500
-4.197;-0.026;1.500
-4.210;-0.026;1.500
-4.226;-0.027;1.500
-4.238;-0.027;1.500
-4.252;-0.027;1.500
-4.268;-0.028;1.500
-4.280;-0.028;1.500
-4.293;-0.028;1.500
-4.309;-0.029;1.500
-4.324;-0.029;1.500
-4.337;-0.030;1.500
-4.350;-0.030;1.500
-4.365;-0.031;1.500
-4.378;-0.031;1.500
-4.392;-0.032;1.500
-4.408;-0.032;1.500
-4.421;-0.033;1.500
-4.435;-0.033;1.500
-4.448;-0.033;1.500
-4.461;-0.034;1.500
-4.477;-0.034;1.500
-4.490;-0.035;1.500
-4.503;-0.035;1.500
-4.519;-0.036;1.500
-4.531;-0.036;1.500
-4.544;-0.037;1.500
-4.561;-0.037;1.500
-4.573;-0.038;1.500
-4.589;-0.038;1.500
-4.602;-0.039;1.500
-4.615;-0.039;1.500
-4.631;-0.039;1.500
-4.644;-0.040;1.500
